"Type","Block","Num","Pvalue","Enrichment","ET_B_occurence","ET_P_occurence","median","ET_B_median","ET_P_median","FDR"
"Desulfovibrio_piger","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.519309825897432,"ET_B",0.9643,0.9231,1.60918378106477e-06,"1.61297676564139e-06","1.60918378106477e-06",0.771851095727212
"Clostridiales_genomosp._BVAB3","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.391667182908997,"ET_P",0.75,1,1.61738049113285e-06,"1.09838844612676e-06","1.90533700331085e-06",0.646250851799845
"Streptococcus_sanguinis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.533278938866074,"ET_P",1,1,1.638947993834e-06,"1.57985255694155e-06","1.638947993834e-06",0.771851095727212
"Granulicatella_adiacens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.272330189493004,"ET_P",1,1,1.68823801524242e-06,"1.19237177313044e-06","2.30885133243569e-06",0.528640956074655
"Bifidobacterium_dentium","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.202376357779798,"ET_B",0.9286,1,1.72995372598567e-06,"2.33906151280017e-06","3.81836836195839e-07",0.445227987115556
"unclassified_Fusobacterium","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0307898304704055,"ET_B",1,1,1.78919506629901e-06,"1.9972710053897e-06","5.81300574952377e-07",0.141120056322692
"Gemella_sanguinis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.142872404895753,"ET_P",1,1,1.80578428288203e-06,"1.71009238631194e-06","2.42715355760492e-06",0.362676104735373
"Bifidobacterium_breve","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0264921211726236,"ET_B",1,1,1.82572597790828e-06,"2.49745636806808e-06","5.42798450855331e-07",0.13659999979634
"Streptococcus_pyogenes","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.708855486821511,"ET_P",1,1,1.86138328905014e-06,"1.82582633246661e-06","2.18528296615228e-06",0.890843388461706
"Mobiluncus_curtisii","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.36245458625987,"ET_B",0.9286,0.9231,1.92151039996179e-06,"1.96916731744654e-06","1.04321485921107e-06",0.616546461163696
"unclassified_Streptococcus_sp._oral_taxon_071","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.608675172052433,"ET_P",1,1,1.93914574125366e-06,"1.86384214289194e-06","2.09995790589926e-06",0.836928361572095
"Eubacterium_saburreum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0506433406852727,"ET_B",0.9643,1,1.93934592860589e-06,"2.92464547477983e-06","1.27585951303928e-06",0.185692249179333
"Haemophilus_pittmaniae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.726137269191516,"ET_B",0.8929,1,1.97459671191915e-06,"2.10350883116395e-06","1.97459671191915e-06",0.890843388461706
"Aggregatibacter_segnis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.966477400182537,"ET_B",0.9286,1,2.06002908294448e-06,"2.15916611307672e-06","1.97838776369632e-06",0.996679818938241
"Oribacterium_sinus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.215535351289476,"ET_B",1,1,2.16180406063954e-06,"2.26937834358678e-06","1.55859253155459e-06",0.455940166189276
"Clostridium_spiroforme","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.114268549968985,"ET_B",1,1,2.25098858557961e-06,"2.76242790062047e-06","1.41176190615791e-06",0.304101786207783
"Clostridium_perfringens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.324367865452315,"ET_P",1,1,2.37879722322196e-06,"2.20329696933913e-06","3.9458764026445e-06",0.569369125528
"Ruminococcus_flavefaciens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0344005763917415,"ET_P",0.9286,1,2.38402495550293e-06,"1.64624931278891e-06","5.52458669278743e-06",0.145540900118906
"Klebsiella_pneumoniae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.192633416223368,"ET_P",0.9286,1,2.40967446271949e-06,"1.94385713978341e-06","3.89697325981238e-06",0.435524714465004
"Porphyromonas_asaccharolytica","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0383136722115772,"ET_B",1,1,2.48904703817535e-06,"3.15988022461628e-06","1.72296741106725e-06",0.158043897872756
"Bifidobacterium_bifidum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.857390396689518,"ET_P",1,0.9231,2.61016932771644e-06,"1.99898555445583e-06","3.66627493379066e-06",0.959130522673267
"Peptostreptococcus_anaerobius","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.047293441808898,"ET_B",1,1,2.64303927673874e-06,"2.92688663694134e-06","1.38208626598077e-06",0.185692249179333
"Enterobacter_aerogenes","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.127967347242529,"ET_P",1,1,2.80034771653943e-06,"2.0078028574856e-06","4.11994996516894e-06",0.329915817109645
"Streptococcus_suis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.628220946938053,"ET_P",0.9643,1,2.90300630022448e-06,"2.40374453364775e-06","4.74497036931438e-06",0.842735416624217
"Acidaminococcus_fermentans","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0506433406852727,"ET_B",1,1,3.37163585329781e-06,"3.76721852918244e-06","1.03333835979382e-06",0.185692249179333
"Streptococcus_gallolyticus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0285735385995796,"ET_B",1,1,3.43931772298001e-06,"3.98188251784106e-06","2.31272832963619e-06",0.141120056322692
"Streptococcus_pneumoniae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.988972859820228,"ET_P",1,1,3.45418611100423e-06,"3.43100732828967e-06","3.47125196018364e-06",1
"Prevotella_bergensis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",5.80609730704143e-05,"ET_P",0.9286,1,3.75216248224973e-06,"9.90071822747134e-07","3.00128942754145e-05",0.00214213770864725
"unclassified_Clostridium_sp._SY8519","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.497388298719041,"ET_B",1,1,3.82685266803107e-06,"3.95145524650491e-06","3.11576745390851e-06",0.759898789709646
"Haemophilus_influenzae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.528270690858418,"ET_P",0.8571,1,3.96200657069853e-06,"3.28258488864744e-06","4.07447108939448e-06",0.771851095727212
"Haemophilus_haemolyticus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.440949690304864,"ET_P",0.8929,1,4.53773956560944e-06,"2.63391210796859e-06","5.34224283100826e-06",0.69958364327214
"Citrobacter_koseri","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.570399226011073,"ET_P",1,1,4.67773208895432e-06,"3.98514556008192e-06","4.99958938827296e-06",0.811343726653681
"Streptococcus_infantis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.814199204072008,"ET_P",1,1,4.75800296222554e-06,"3.78159107687418e-06","5.6691412761434e-06",0.926502542564699
"Prevotella_tannerae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.628220946938053,"ET_B",1,1,4.76168992412982e-06,"5.09312206878429e-06","4.59233226509263e-06",0.842735416624217
"Klebsiella_oxytoca","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0750050085481014,"ET_P",0.9643,1,4.92021768511025e-06,"2.99975141438352e-06","9.5923720336127e-06",0.233506158687485
"Lactobacillus_ruminis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.176505866288993,"ET_B",1,1,5.03838552403673e-06,"5.29318982719451e-06","4.51974858454514e-06",0.416049541966912
"Streptococcus_vestibularis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.944905346142325,"ET_P",1,1,5.18423353387584e-06,"5.07771640993607e-06","5.23798604081896e-06",0.98056215165713
"Dialister_invisus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.195326235578244,"ET_P",1,1,6.42782261411524e-06,"3.39806056943605e-06","2.51223164692376e-05",0.435524714465004
"Salmonella_enterica","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.988972859820229,"ET_P",1,1,6.47464468812723e-06,"6.31884592251883e-06","7.5909408246396e-06",1
"Veillonella_atypica","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.879151312032112,"ET_B",1,1,6.70882560399614e-06,"6.73726095999344e-06","5.99678435596544e-06",0.959130522673267
"Veillonella_dispar","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.901001400087008,"ET_B",1,1,6.71175922003867e-06,"7.0096019054098e-06","6.71175922003867e-06",0.959130522673267
"Eubacterium_limosum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0151894658417928,"ET_B",1,1,7.39827103977861e-06,"8.45516046906213e-06","4.1608656006943e-06",0.0963946870729158
"Streptococcus_australis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.15079372527759,"ET_P",1,1,7.506124696373e-06,"4.29499778682874e-06","1.01028613595915e-05",0.371357681653766
"unclassified_Lachnospiraceae_bacterium_2_1_46FAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00572655747559995,"ET_B",1,1,7.69286634078979e-06,"1.03058775616264e-05","4.67170320763037e-06",0.0497306307091575
"Streptococcus_thermophilus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.750468066643498,"ET_B",1,1,7.70746866906995e-06,"1.01716742715801e-05","6.11306309278095e-06",0.890843388461706
"Burkholderia_pseudomallei","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.260242876949711,"ET_B",1,1,7.96651161554833e-06,"8.09050509733897e-06","3.74685504953655e-06",0.511191365436932
"Ruminococcus_albus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.310804070658409,"ET_P",1,1,8.64245711153153e-06,"7.6659986881848e-06","1.57180026516277e-05",0.56354584240261
"Anaerostipes_caccae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0660223603026429,"ET_B",1,1,8.812289961595e-06,"1.02567156265081e-05","6.37070236625726e-06",0.217873788998722
"Streptococcus_parasanguinis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.708855486821511,"ET_P",1,1,8.91343675787934e-06,"7.26817833141075e-06","9.86504312356964e-06",0.890843388461706
"Tannerella_forsythia","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.248522085860018,"ET_B",1,1,9.18242399169962e-06,"1.43042664154952e-05","6.52108493099387e-06",0.494049929721723
"unclassified_Lachnospiraceae_bacterium_4_1_37FAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00756959035108291,"ET_B",1,1,1.17337752517947e-05,"2.04522775579444e-05","6.03154970626158e-06",0.062449120396434
"Clostridium_ramosum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0139738650939649,"ET_B",1,1,1.19855171094963e-05,"1.72901954795783e-05","8.70574562002532e-06",0.0963946870729158
"Lachnospiraceae_oral_taxon_107","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.901001400087008,"ET_P",1,1,1.19991572936841e-05,"1.19498600812873e-05","1.2151657754175e-05",0.959130522673267
"Prevotella_buccalis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.729564827493177,"ET_P",1,1,1.32094578399105e-05,"1.24338721621635e-05","1.32094578399105e-05",0.890843388461706
"Enterobacter_cloacae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0164941614361994,"ET_P",1,1,1.33870668421252e-05,"6.1157769735862e-06","6.05948319370423e-05",0.0971977370347465
"Oxalobacter_formigenes","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.688353475444303,"ET_P",1,1,1.3456199675769e-05,"1.21774547513799e-05","1.71343251923644e-05",0.890843388461706
"Prevotella_buccae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0849308580408445,"ET_P",1,1,1.37741870871948e-05,"1.1681633079773e-05","7.97916148304399e-05",0.250242706727488
"unclassified_Veillonella_sp._oral_taxon_158","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.533278938866074,"ET_P",1,1,1.52622835502768e-05,"1.30339973029557e-05","1.56641041723715e-05",0.771851095727212
"Eggerthella_lenta","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",7.78959166780819e-05,"ET_B",1,1,1.59262504331173e-05,"2.80773559504293e-05","4.44179072433524e-06",0.00214213770864725
"unclassified_Lachnospiraceae_bacterium_9_1_43BFAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00388456659333115,"ET_B",1,1,1.61103284982773e-05,"2.03930621787092e-05","1.05568464500426e-05",0.0377031463470376
"Bacteroides_helcogenes","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00135006679392166,"ET_B",1,1,1.63766112530351e-05,"2.84809384889006e-05","9.95213145100348e-06",0.0171354631536211
"Bifidobacterium_adolescentis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.901001400087008,"ET_B",1,1,1.64173607657197e-05,"3.18916650274019e-05","9.99264184519174e-06",0.959130522673267
"unclassified_Clostridium_sp._HGF2","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.000408229785900882,"ET_B",1,1,1.67028403554691e-05,"2.07649865057157e-05","8.55529334637829e-06",0.00955554215884226
"Sutterella_wadsworthensis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.792799768093627,"ET_B",1,1,1.73623563784519e-05,"1.86777085599276e-05","1.38833198688453e-05",0.921210998136961
"Veillonella_parvula","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.750468066643498,"ET_P",1,1,1.87046129714804e-05,"1.52482109386686e-05","2.50673569202238e-05",0.890843388461706
"Collinsella_aerofaciens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.551689816059344,"ET_B",1,1,1.96907737112737e-05,"2.44520581753095e-05","1.83889981807336e-05",0.79155495347645
"Akkermansia_muciniphila","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.29760998288886,"ET_P",1,1,2.03301673502664e-05,"1.48067352280532e-05","0.000376430610002168",0.558018717916613
"Eubacterium_cylindroides","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.284785500668511,"ET_B",1,1,2.04749247771398e-05,"2.18053788655581e-05","1.69430528485385e-05",0.546390786166329
"Marvinbryantia_formatexigens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.729564827493177,"ET_B",1,1,2.06782115144527e-05,"2.20372363301914e-05","2.06782115144527e-05",0.890843388461706
"Campylobacter_jejuni","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0245393004641894,"ET_B",1,1,2.07774680804533e-05,"2.6236506941304e-05","1.18095574561656e-05",0.130612405696492
"Phascolarctobacterium_succinatutens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.324367865452315,"ET_P",1,1,2.34455257485014e-05,"2.3272923972095e-05","3.05082226006018e-05",0.569369125528
"Eubacterium_dolichum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.589397754687143,"ET_B",1,1,2.37332465406918e-05,"2.44537937352728e-05","2.06043142628314e-05",0.824157877316768
"Enterococcus_faecalis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.215535351289476,"ET_B",1,1,2.49267013433568e-05,"2.82771696019163e-05","2.13192538625667e-05",0.455940166189276
"Prevotella_oris","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.750468066643498,"ET_P",1,1,2.65191388983166e-05,"2.6403396946897e-05","2.69287679017042e-05",0.890843388461706
"Eubacterium_biforme","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.159035822589364,"ET_P",1,1,2.66439563659873e-05,"2.36145145320889e-05","3.95847545058164e-05",0.385895745988898
"Ruminococcus_champanellensis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0660223603026429,"ET_P",1,1,2.72128468702583e-05,"2.01701216435458e-05","3.33132316833508e-05",0.217873788998722
"Clostridium_scindens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0227088738904875,"ET_B",1,1,2.74450068539352e-05,"3.09106470988701e-05","1.58517349409273e-05",0.124898806397681
"unclassified_Clostridium_sp._D5","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.944905346142325,"ET_B",1,1,2.83036493520206e-05,"2.89179269818114e-05","2.63166022549328e-05",0.98056215165713
"Streptococcus_dysgalactiae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.310804070658409,"ET_B",1,1,3.13632989077043e-05,"3.36129788856867e-05","2.61960498377147e-05",0.56354584240261
"unclassified_Citrobacter_sp._30_2","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.195326235578244,"ET_P",1,1,3.3426780580869e-05,"3.13086777744469e-05","5.14082688547523e-05",0.435524714465004
"Prevotella_timonensis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.226171100883924,"ET_B",1,1,3.68364847089225e-05,"4.40286395418252e-05","3.06658805740743e-05",0.460718909207993
"Clostridium_methylpentosum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.248522085860018,"ET_P",1,1,3.97866693555494e-05,"2.88289683367027e-05","5.59945975309507e-05",0.494049929721723
"unclassified_Lachnospiraceae_bacterium_1_4_56FAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0117905268828245,"ET_B",1,1,4.37764870582159e-05,"5.1824975798219e-05","2.84075594727464e-05",0.0926398540793354
"unclassified_Coprobacillus_sp._29_1","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0618656755923389,"ET_B",1,1,5.27437241285279e-05,"6.64303774069239e-05","3.11091328241579e-05",0.212663259848665
"Subdoligranulum_variabile","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.879151312032112,"ET_B",1,1,5.52607658776293e-05,"5.57097906122672e-05","5.52607658776293e-05",0.959130522673267
"unclassified_Clostridiales_bacterium_1_7_47FAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00286726748328348,"ET_B",1,1,5.78709955229185e-05,"8.42520063762319e-05","2.79533323905541e-05",0.0295686959213609
"Streptococcus_salivarius","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.771551116478816,"ET_P",1,1,5.80960041393565e-05,"5.57026395797822e-05","6.70870517890428e-05",0.909328101564319
"Bifidobacterium_longum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0307898304704055,"ET_B",1,1,5.90379240972879e-05,"7.91444747100275e-05","1.81659512551707e-05",0.141120056322692
"unclassified_Erysipelotrichaceae_bacterium_5_2_54FAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.310804070658409,"ET_B",1,1,5.9235427120309e-05,"6.6761570883818e-05","4.42465099124291e-05",0.56354584240261
"Enterococcus_faecium","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0750050085481014,"ET_P",1,1,6.22458080504836e-05,"5.64432582192698e-05","0.000117663403934306",0.233506158687485
"Prevotella_disiens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.648023767474751,"ET_B",1,1,6.30805525642888e-05,"6.53171123024842e-05","6.08692658354326e-05",0.862289690591402
"Pseudoflavonifractor_capillosus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.814199204072008,"ET_P",1,1,6.35004126782718e-05,"6.31989787598784e-05","6.35004126782718e-05",0.926502542564699
"unclassified_Erysipelotrichaceae_bacterium_3_1_53","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.668072053576503,"ET_B",1,1,6.61001009455614e-05,"6.61258151999429e-05","3.66634704894536e-05",0.874856260635897
"Coprococcus_eutactus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0128424763534907,"ET_P",1,1,7.97862500966454e-05,"5.93579561143443e-05","0.000302739955937454",0.0963185726511803
"Blautia_hydrogenotrophica","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.608675172052433,"ET_B",1,1,8.91948696044798e-05,"9.58861877860169e-05","8.91948696044798e-05",0.836928361572095
"Clostridium_leptum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.922924829140752,"ET_P",1,1,9.20034559876212e-05,"8.57270397933084e-05","0.00010766707547877",0.969952845912255
"Eubacterium_hallii","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.185744748497787,"ET_B",1,1,0.000109431323491738,"0.000120721577098918","7.91176124236138e-05",0.431660331015984
"unclassified_Capnocytophaga_sp._oral_taxon_329","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.668072053576503,"ET_P",1,1,0.000110007765133982,"0.000108052126666638","0.000789931996220524",0.874856260635897
"unclassified_Lachnospiraceae_bacterium_3_1_57FAA_CT1","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0798462082260806,"ET_B",1,1,0.000115842817689266,"0.000145166527402416","8.53690362767367e-05",0.243974525135246
"Prevotella_bivia","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",5.7497140154278e-05,"ET_P",1,1,0.000117334190434928,"2.83947617240628e-05","0.000556711066307295",0.00214213770864725
"unclassified_Ruminococcaceae_bacterium_D16","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.462791900749742,"ET_P",1,1,0.000117986946256177,"0.000116831621443207","0.000125386557906256",0.72038361909158
"Eubacterium_siraeum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.814199204072008,"ET_P",1,1,0.000120158909566937,"0.000118823328330177","0.000129578968123892",0.926502542564699
"Haemophilus_parainfluenzae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.397691829866735,"ET_P",1,1,0.000122354185674308,"0.000110021463367303","0.000152889581337157",0.649694573544666
"Butyrivibrio_crossotus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.922924829140752,"ET_P",1,1,0.00012988891173391,"0.000128599532798713","0.00012988891173391",0.969952845912255
"Clostridium_bolteae","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",2.1877884756227e-05,"ET_B",1,1,0.000130801373717815,"0.000155997291790403","6.8330631358228e-05",0.00180492549238873
"Dorea_longicatena","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.205255048622275,"ET_P",1,1,0.000143842936782832,"0.000140053572223217","0.000188644142427907",0.445619513456255
"Paraprevotella_xylaniphila","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",6.69975530117396e-05,"ET_P",1,1,0.000166412471149206,"0.000114061665563427","0.0010695854213481",0.00214213770864725
"Ruminococcus_lactaris","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.879151312032112,"ET_P",1,1,0.000172303461271592,"0.000171414141271492","0.00017357359786497",0.959130522673267
"Coprococcus_catus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.533278938866074,"ET_B",1,1,0.000176071582917791,"0.000179767763871591","0.000155171297047567",0.771851095727212
"Clostridium_symbiosum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.090266471353703,"ET_B",1,1,0.000195757192590508,"0.000204743545145599","0.000128228616432125",0.256792547816569
"Holdemania_filiformis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.29760998288886,"ET_B",1,1,0.000202154236304473,"0.000222125279580951","0.000130456840442748",0.558018717916613
"Bacteroides_fluxus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.000593857925823427,"ET_B",1,1,0.000218865615439014,"0.000339875001173088","0.000159480180490577",0.00979865577608655
"Anaerotruncus_colihominis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.15079372527759,"ET_B",1,1,0.000219543357259593,"0.00025049701385002","0.000150872957233533",0.371357681653766
"Bacteroides_salanitronis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.090266471353703,"ET_B",1,1,0.000225459710766171,"0.000264255700238695","0.000196080707174149",0.256792547816569
"Blautia_hansenii","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0703995783364471,"ET_B",1,1,0.000270301171569151,"0.000282977568100458","0.000235193315569995",0.227763341676741
"Clostridium_saccharolyticum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.413441559455308,"ET_B",1,1,0.000272471193120905,"0.000354654152426449","0.000212869841798785",0.668802522648292
"Dorea_formicigenerans","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0506433406852727,"ET_B",1,1,0.000302440377735562,"0.000308252031645273","0.000174086335531173",0.185692249179333
"Coprococcus_comes","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.3822997261971,"ET_B",1,1,0.000318901017950637,"0.000358582206071987","0.000177656723517431",0.6371662103285
"Bacteroides_clarus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.00150946337896574,"ET_B",1,1,0.000343033201296341,"0.000566753584628719","0.000178374164654939",0.0177901041092391
"Prevotella_copri","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",2.99544672347833e-07,"ET_P",1,1,0.000395206010214399,"0.00014852462162983","0.212096631621003",4.94248709373924e-05
"Eubacterium_ventriosum","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0958606523314749,"ET_B",1,1,0.000413191381725412,"0.000661242363139529","0.000205783182841646",0.263616793911556
"Roseburia_hominis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.750468066643498,"ET_B",1,1,0.000433741123710558,"0.000439488262618581","0.000419498850133467",0.890843388461706
"unclassified_Alistipes_sp._HGB5","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.879151312032112,"ET_P",1,1,0.000628869873472233,"0.000627588265766079","0.000685874715864303",0.959130522673267
"unclassified_Ruminococcus_sp._5_1_39BFAA","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0151894658417928,"ET_B",1,1,0.000766971757795025,"0.00121714930214765","0.000480164273098505",0.0963946870729158
"Bacteroides_coprophilus","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.324367865452315,"ET_P",1,1,0.000853992162681491,"0.000746513585727475","0.000922905619718534",0.569369125528
"Ruminococcus_bromii","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.226171100883924,"ET_B",1,1,0.00101301104496128,"0.00160124980731459","0.00017624331986722",0.460718909207993
"Eubacterium_eligens","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.127967347242529,"ET_P",1,1,0.00104348297760086,"0.000868695859060431","0.00176852821993777",0.329915817109645
"Bacteroides_eggerthii","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0193915006393309,"ET_B",1,1,0.00115210042886794,"0.00157197854920884","0.000733774198183557",0.110330951913434
"Roseburia_intestinalis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.729564827493177,"ET_B",1,1,0.00115673585852736,"0.00120880418631562","0.00110961097455435",0.890843388461706
"Bacteroides_plebeius","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.835734554898376,"ET_P",1,1,0.00125563802195176,"0.00117745989470362","0.00312929318279778",0.944494531220767
"Parasutterella_excrementihominis","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.367268636286432,"ET_B",1,1,0.00128648115370428,"0.00149205985880097","0.00128648115370428",0.618360459053687
"Bacteroides_finegoldii","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0331475217284473,"ET_B",1,1,0.00156693932039403,"0.00175082284140926","0.00107417777035133",0.143930028557732
"Bilophila_wadsworthia","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.0307898304704055,"ET_B",1,1,0.00160471258510145,"0.00241850915134145","0.00105362547424996",0.141120056322692
"Roseburia_inulinivorans","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.497388298719041,"ET_B",1,1,0.00161782195389115,"0.00184906916898461","0.00125947914946665",0.759898789709646
"Bacteroides_coprocola","After ET_B_vs_ET_P","ET_B28_vs_ET_P13",0.589397754687143,"ET_P",1,1,0.00185491058679499,"0.00181435746420892","0.00287639823010176",0.824157877316768
